"#51057170BCSV 	",,,,,,
// AQ6370D OPTICAL SPECTRUM ANALYZER //,,,,,,
35,,,,,,
1549.52,-67.016,,,,,
1549.56,-67.324,,,,,
1549.6,-67.204,,,,,
1549.64,-67.039,,,,,
1549.68,-67.171,,,,,
1549.72,-67.412,,,,,
1549.76,-67.178,,,,,
1549.8,-67.07,,,,,
1549.84,-67.092,,,,,
1549.88,-67.259,,,,,
1549.92,-67.429,,,,,
1549.96,-67.269,,,,,
1550,-67.131,,,,,
1550.04,-67.101,,,,,
1550.08,-67.185,,,,,
1550.12,-67.479,,,,,
1550.16,-67.249,,,,,
1550.2,-66.834,,,,,
1550.24,-66.883,,,,,
1550.28,-66.961,,,,,
1550.32,-67.073,,,,,
1550.36,-66.977,,,,,
1550.4,-66.91,,,,,
1550.44,-66.721,,,,,
1550.48,-66.991,,,,,
1550.52,-66.941,,,,,
1550.56,-66.991,,,,,
1550.6,-66.875,,,,,
1550.64,-66.618,,,,,
1550.68,-66.444,,,,,
1550.72,-66.677,,,,,
1550.76,-66.792,,,,,
1550.8,-66.651,,,,,
1550.84,-66.528,,,,,
1550.88,-66.541,,,,,
1550.92,-66.589,,,,,
1550.96,-66.604,,,,,
1551,-66.619,,,,,
1551.04,-66.369,,,,,
1551.08,-66.088,,,,,
1551.12,-66.453,,,,,
1551.16,-66.465,,,,,
1551.2,-66.422,,,,,
1551.24,-66.563,,,,,
1551.28,-66.616,,,,,
1551.32,-66.54,,,,,
1551.36,-66.61,,,,,
1551.4,-66.744,,,,,
1551.44,-66.687,,,,,
1551.48,-66.821,,,,,
1551.52,-66.878,,,,,
1551.56,-67.103,,,,,
1551.6,-67.164,,,,,
1551.64,-67.175,,,,,
1551.68,-67.271,,,,,
1551.72,-67.263,,,,,
1551.76,-67.228,,,,,
1551.8,-66.958,,,,,
1551.84,-66.689,,,,,
1551.88,-66.952,,,,,
1551.92,-67.147,,,,,
1551.96,-67.158,,,,,
1552,-66.978,,,,,
1552.04,-66.685,,,,,
1552.08,-66.728,,,,,
1552.12,-67.049,,,,,
1552.16,-67.129,,,,,
1552.2,-67.036,,,,,
1552.24,-66.799,,,,,
1552.28,-66.878,,,,,
1552.32,-67.167,,,,,
1552.36,-67.294,,,,,
1552.4,-67.372,,,,,
1552.44,-67.425,,,,,
1552.48,-67.237,,,,,
1552.52,-67.05,,,,,
1552.56,-67.209,,,,,
1552.6,-67.353,,,,,
1552.64,-67.624,,,,,
1552.68,-67.691,,,,,
1552.72,-67.405,,,,,
1552.76,-66.983,,,,,
1552.8,-67.176,,,,,
1552.84,-67.631,,,,,
1552.88,-67.746,,,,,
1552.92,-67.339,,,,,
1552.96,-67.163,,,,,
1553,-67.193,,,,,
1553.04,-67.442,,,,,
1553.08,-67.949,,,,,
1553.12,-67.7,,,,,
1553.16,-67.286,,,,,
1553.2,-67.273,,,,,
1553.24,-67.385,,,,,
1553.28,-67.666,,,,,
1553.32,-67.676,,,,,
1553.36,-67.461,,,,,
1553.4,-67.28,,,,,
1553.44,-67.311,,,,,
1553.48,-67.251,,,,,
1553.52,-67.22,,,,,
1553.56,-67.363,,,,,
1553.6,-67.238,,,,,
1553.64,-66.979,,,,,
1553.68,-66.68,,,,,
1553.72,-66.676,,,,,
1553.76,-66.76,,,,,
1553.8,-66.978,,,,,
1553.84,-66.826,,,,,
1553.88,-66.451,,,,,
1553.92,-66.408,,,,,
1553.96,-66.428,,,,,
1554,-66.848,,,,,
1554.04,-66.913,,,,,
1554.08,-66.358,,,,,
1554.12,-66.14,,,,,
1554.16,-66.419,,,,,
1554.2,-66.705,,,,,
1554.24,-66.747,,,,,
1554.28,-66.556,,,,,
1554.32,-66.406,,,,,
1554.36,-66.305,,,,,
1554.4,-66.499,,,,,
1554.44,-66.651,,,,,
1554.48,-66.626,,,,,
1554.52,-66.517,,,,,
1554.56,-66.615,,,,,
1554.6,-66.746,,,,,
1554.64,-66.902,,,,,
1554.68,-66.904,,,,,
1554.72,-67.071,,,,,
1554.76,-67.303,,,,,
1554.8,-67.187,,,,,
1554.84,-67.17,,,,,
1554.88,-67.308,,,,,
1554.92,-67.59,,,,,
1554.96,-67.476,,,,,
1555,-67.449,,,,,
1555.04,-67.262,,,,,
1555.08,-67.382,,,,,
1555.12,-67.594,,,,,
1555.16,-67.623,,,,,
1555.2,-67.335,,,,,
1555.24,-67.138,,,,,
1555.28,-67.149,,,,,
1555.32,-67.349,,,,,
1555.36,-67.248,,,,,
1555.4,-66.893,,,,,
1555.44,-66.933,,,,,
1555.48,-67.233,,,,,
1555.52,-67.228,,,,,
1555.56,-67.095,,,,,
1555.6,-66.986,,,,,
1555.64,-67.022,,,,,
1555.68,-67.064,,,,,
1555.72,-67.149,,,,,
1555.76,-67,,,,,
1555.8,-66.738,,,,,
1555.84,-66.853,,,,,
1555.88,-66.95,,,,,
1555.92,-66.818,,,,,
1555.96,-66.568,,,,,
1556,-66.492,,,,,
1556.04,-66.658,,,,,
1556.08,-66.679,,,,,
1556.12,-66.633,,,,,
1556.16,-66.53,,,,,
1556.2,-66.653,,,,,
1556.24,-66.775,,,,,
1556.28,-67.003,,,,,
1556.32,-67.019,,,,,
1556.36,-66.876,,,,,
1556.4,-66.896,,,,,
1556.44,-67.222,,,,,
1556.48,-67.407,,,,,
1556.52,-67.331,,,,,
1556.56,-67.251,,,,,
1556.6,-67.401,,,,,
1556.64,-67.47,,,,,
1556.68,-67.575,,,,,
1556.72,-67.474,,,,,
1556.76,-67.257,,,,,
1556.8,-67.327,,,,,
1556.84,-67.3,,,,,
1556.88,-67.27,,,,,
1556.92,-67.289,,,,,
1556.96,-67.086,,,,,
1557,-66.99,,,,,
1557.04,-67.071,,,,,
1557.08,-66.926,,,,,
1557.12,-66.793,,,,,
1557.16,-66.614,,,,,
1557.2,-66.709,,,,,
1557.24,-66.648,,,,,
1557.28,-66.641,,,,,
1557.32,-66.604,,,,,
1557.36,-66.503,,,,,
1557.4,-66.457,,,,,
1557.44,-66.36,,,,,
1557.48,-66.407,,,,,
1557.52,-66.35,,,,,
1557.56,-66.285,,,,,
1557.6,-66.281,,,,,
1557.64,-66.273,,,,,
1557.68,-66.269,,,,,
1557.72,-66.255,,,,,
1557.76,-66.288,,,,,
1557.8,-66.302,,,,,
1557.84,-66.312,,,,,
1557.88,-66.502,,,,,
1557.92,-66.625,,,,,
1557.96,-66.45,,,,,
1558,-66.261,,,,,
1558.04,-66.153,,,,,
1558.08,-66.365,,,,,
1558.12,-66.552,,,,,
1558.16,-66.519,,,,,
1558.2,-66.411,,,,,
1558.24,-66.477,,,,,
1558.28,-66.554,,,,,
1558.32,-66.574,,,,,
1558.36,-66.52,,,,,
1558.4,-66.391,,,,,
1558.44,-66.422,,,,,
1558.48,-66.607,,,,,
1558.52,-66.768,,,,,
1558.56,-66.792,,,,,
1558.6,-66.77,,,,,
1558.64,-66.727,,,,,
1558.68,-66.81,,,,,
1558.72,-66.847,,,,,
1558.76,-66.737,,,,,
1558.8,-66.728,,,,,
1558.84,-66.742,,,,,
1558.88,-66.902,,,,,
1558.92,-66.881,,,,,
1558.96,-66.771,,,,,
1559,-66.517,,,,,
1559.04,-66.508,,,,,
1559.08,-66.686,,,,,
1559.12,-66.669,,,,,
1559.16,-66.705,,,,,
1559.2,-66.559,,,,,
1559.24,-66.541,,,,,
1559.28,-66.831,,,,,
1559.32,-67.016,,,,,
1559.36,-67.055,,,,,
1559.4,-66.892,,,,,
1559.44,-66.959,,,,,
1559.48,-67.138,,,,,
1559.52,-67.477,,,,,
1559.56,-67.437,,,,,
1559.6,-67.278,,,,,
1559.64,-67.297,,,,,
1559.68,-67.556,,,,,
1559.72,-67.738,,,,,
1559.76,-67.616,,,,,
1559.8,-67.502,,,,,
1559.84,-67.464,,,,,
1559.88,-67.682,,,,,
1559.92,-67.719,,,,,
1559.96,-67.662,,,,,
1560,-67.541,,,,,
